"downloaded","item_id","item_definition","category","8","9","10","11","12","13","14","15","16","17","18"
2025-10-21,1,"¡am!","sounds",0.62,0.52,0.56,0.63,0.67,0.67,0.62,0.72,0.75,0.71,0.8
2025-10-21,2,"¡ay!","sounds",0.45,0.45,0.61,0.66,0.67,0.64,0.68,0.8,0.81,0.89,0.82
2025-10-21,3,"bee/mee","sounds",0.22,0.16,0.24,0.27,0.3,0.35,0.33,0.28,0.48,0.49,0.52
2025-10-21,4,"cuacuá","sounds",0.17,0.08,0.27,0.19,0.19,0.36,0.32,0.33,0.56,0.55,0.51
2025-10-21,5,"guaguá","sounds",0.35,0.42,0.58,0.61,0.65,0.82,0.76,0.87,0.92,0.92,0.89
2025-10-21,6,"miau","sounds",0.22,0.31,0.34,0.34,0.48,0.57,0.45,0.62,0.75,0.66,0.78
2025-10-21,7,"muu","sounds",0.12,0.09,0.23,0.15,0.19,0.31,0.38,0.39,0.46,0.49,0.51
2025-10-21,8,"pío pío","sounds",0.12,0.06,0.21,0.27,0.3,0.43,0.37,0.48,0.68,0.63,0.68
2025-10-21,9,"pipí (coche)","sounds",0.07,0.2,0.25,0.28,0.35,0.53,0.41,0.56,0.65,0.65,0.66
2025-10-21,10,"¡pum!","sounds",0.17,0.14,0.18,0.18,0.34,0.36,0.37,0.38,0.44,0.45,0.52
2025-10-21,11,"quiquiriquí","sounds",0.05,0.06,0.1,0.13,0.13,0.23,0.29,0.25,0.43,0.48,0.41
2025-10-21,12,"tutú","sounds",0.07,0.06,0.06,0.16,0.19,0.23,0.25,0.18,0.36,0.48,0.38
2025-10-21,13,"abeja","animals",0.03,0.05,0.03,0.04,0.01,0.06,0.11,0.11,0.25,0.35,0.3
2025-10-21,14,"animal","animals",0.07,0.06,0.1,0.1,0.16,0.18,0.22,0.3,0.44,0.55,0.45
2025-10-21,15,"araña","animals",0.03,0.05,0.07,0.07,0.15,0.13,0.16,0.28,0.33,0.57,0.48
2025-10-21,16,"ardilla","animals",0.03,0,0.06,0.01,0,0.05,0.07,0.08,0.2,0.29,0.18
2025-10-21,17,"borrego","animals",0.03,0.05,0.06,0.07,0.08,0.14,0.14,0.15,0.3,0.35,0.38
2025-10-21,18,"búho","animals",0.03,0,0.03,0,0.02,0.05,0.08,0.05,0.23,0.29,0.16
2025-10-21,19,"burro","animals",0.05,0.03,0.1,0.07,0.11,0.14,0.16,0.33,0.25,0.45,0.45
2025-10-21,20,"caballo","animals",0.1,0.05,0.21,0.19,0.29,0.37,0.41,0.43,0.48,0.62,0.6
2025-10-21,21,"cabra","animals",0.03,0.02,0.03,0.03,0.01,0.07,0.08,0.11,0.2,0.34,0.19
2025-10-21,22,"conejo","animals",0.05,0.02,0.07,0.15,0.12,0.14,0.16,0.26,0.32,0.42,0.35
2025-10-21,23,"elefante","animals",0.07,0,0.06,0.07,0.07,0.11,0.08,0.13,0.24,0.34,0.27
2025-10-21,24,"gallina","animals",0.07,0.03,0.08,0.15,0.16,0.28,0.26,0.31,0.33,0.52,0.44
2025-10-21,25,"gato","animals",0.25,0.28,0.35,0.31,0.43,0.49,0.46,0.62,0.67,0.69,0.77
2025-10-21,26,"guajolote","animals",0.03,0,0.01,0.01,0,0.07,0.03,0.08,0.17,0.32,0.17
2025-10-21,27,"hipopótamo","animals",0.03,0,0,0,0,0.02,0.03,0.03,0.18,0.26,0.15
2025-10-21,28,"hormiga","animals",0.05,0.02,0.03,0.01,0.1,0.16,0.2,0.23,0.33,0.51,0.39
2025-10-21,29,"jirafa","animals",0.03,0.02,0,0,0,0.06,0.03,0.03,0.17,0.29,0.23
2025-10-21,30,"león","animals",0.03,0,0.04,0.06,0.04,0.11,0.16,0.18,0.3,0.42,0.3
2025-10-21,31,"lobo","animals",0.03,0.03,0,0.03,0,0.07,0.04,0.05,0.21,0.38,0.28
2025-10-21,32,"mariposa","animals",0.03,0.03,0.06,0.03,0.06,0.13,0.11,0.18,0.3,0.4,0.34
2025-10-21,33,"mono","animals",0.05,0.02,0.01,0.06,0.06,0.07,0.08,0.08,0.26,0.34,0.27
2025-10-21,34,"mosca","animals",0.07,0.14,0.06,0.16,0.22,0.16,0.2,0.26,0.39,0.58,0.55
