token,uni_lemma,token_clean,category,l1,growth_rate_p,median_aoa_p,growth_rate_u,median_aoa_u
lo,3SG,lo,pronouns,es,0.1804321067798114,31.746939716618073,0.3954045612919513,20.312858104034973
me,1SG,me,pronouns,es,0.17087191378788308,28.51452776291734,0.2796136693311614,16.948662545576465
me,1SG,me,pronouns,es,0.17087191378788308,28.51452776291734,0.27186611633814844,18.31754229933397
me,1SG,me,pronouns,es,0.17087191378788308,28.51452776291734,0.30342362792798,20.031462618122692
me,1SG,me,pronouns,es,0.17087191378788308,28.51452776291734,0.23394637776305174,17.454451935879526
mí,1SG.POSS,mí,pronouns,es,0.1346231290138246,23.921279373929757,0.23725814284553956,16.806057102609792
mí,1SG.POSS,mí,pronouns,es,0.1346231290138246,23.921279373929757,0.2982828073308796,20.569983611465762
mí,1SG.POSS,mí,pronouns,es,0.1346231290138246,23.921279373929757,0.23764348905919006,15.182958319833462
mí,1SG.POSS,mí,pronouns,es,0.1346231290138246,23.921279373929757,0.31749440283681724,20.571275848867383
mía,1SG.POSS,mía,pronouns,es,0.21780616881265696,22.797441473628503,0.23725814284553956,16.806057102609792
mía,1SG.POSS,mía,pronouns,es,0.21780616881265696,22.797441473628503,0.2982828073308796,20.569983611465762
mía,1SG.POSS,mía,pronouns,es,0.21780616881265696,22.797441473628503,0.23764348905919006,15.182958319833462
mía,1SG.POSS,mía,pronouns,es,0.21780616881265696,22.797441473628503,0.31749440283681724,20.571275848867383
mías,1SG.POSS,mías,pronouns,es,0.19479076267308723,30.100569569515404,0.23725814284553956,16.806057102609792
mías,1SG.POSS,mías,pronouns,es,0.19479076267308723,30.100569569515404,0.2982828073308796,20.569983611465762
mías,1SG.POSS,mías,pronouns,es,0.19479076267308723,30.100569569515404,0.23764348905919006,15.182958319833462
mías,1SG.POSS,mías,pronouns,es,0.19479076267308723,30.100569569515404,0.31749440283681724,20.571275848867383
mío,1SG.POSS,mío,pronouns,es,0.25738861946055996,20.443397320689126,0.23725814284553956,16.806057102609792
mío,1SG.POSS,mío,pronouns,es,0.25738861946055996,20.443397320689126,0.2982828073308796,20.569983611465762
mío,1SG.POSS,mío,pronouns,es,0.25738861946055996,20.443397320689126,0.23764348905919006,15.182958319833462
mío,1SG.POSS,mío,pronouns,es,0.25738861946055996,20.443397320689126,0.31749440283681724,20.571275848867383
míos,1SG.POSS,míos,pronouns,es,0.21515923345421242,29.654758512673666,0.23725814284553956,16.806057102609792
míos,1SG.POSS,míos,pronouns,es,0.21515923345421242,29.654758512673666,0.2982828073308796,20.569983611465762
míos,1SG.POSS,míos,pronouns,es,0.21515923345421242,29.654758512673666,0.23764348905919006,15.182958319833462
míos,1SG.POSS,míos,pronouns,es,0.21515923345421242,29.654758512673666,0.31749440283681724,20.571275848867383
nosotros,1PL,nosotros,pronouns,es,0.17061199813998984,36.73557540077233,0.2975076696200611,21.211466675853853
nosotros,1PL,nosotros,pronouns,es,0.17061199813998984,36.73557540077233,0.32201303917109114,20.969990619138468
nuestro,1PL.POSS,nuestro,pronouns,es,0.1481947928673029,40.98431306007844,,
se,REFL,se,pronouns,es,0.17809308595993412,32.2246919632424,0.39412412874728886,20.481385965288204
su,3SG.POSS,su,pronouns,es,0.21083777359649708,31.398901281716476,,
suya,3SG.POSS,suya,pronouns,es,0.23326472876242513,30.6569743734065,,
suyas,3SG.POSS,suyas,pronouns,es,0.20052625521786205,34.89406180585616,,
suyo,3SG.POSS,suyo,pronouns,es,0.22459758785728065,31.018478686932013,,
suyos,3SG.POSS,suyos,pronouns,es,0.21524707691984518,34.454674430230085,,
te (pronouns),2SG,te,pronouns,es,0.16851773743276058,29.782181444820772,0.34857691295641907,19.852239200481375
te (pronouns),2SG,te,pronouns,es,0.16851773743276058,29.782181444820772,0.1964772471569589,17.98968213972419
tí,2SG,tí,pronouns,es,0.13516331335787243,32.27580393519429,0.34857691295641907,19.852239200481375
tí,2SG,tí,pronouns,es,0.13516331335787243,32.27580393519429,0.1964772471569589,17.98968213972419
tú,2SG,tú,pronouns,es,0.21386680565703578,23.242044135757446,0.34857691295641907,19.852239200481375
tú,2SG,tú,pronouns,es,0.21386680565703578,23.242044135757446,0.1964772471569589,17.98968213972419
tuya,2SG.POSS,tuya,pronouns,es,0.2514704704954152,27.18226778098689,0.2128243476021668,20.025120249798196
tuya,2SG.POSS,tuya,pronouns,es,0.2514704704954152,27.18226778098689,0.2808296890434626,21.26043527450962
tuya,2SG.POSS,tuya,pronouns,es,0.2514704704954152,27.18226778098689,0.19079672861171978,20.13396780457973
tuya,2SG.POSS,tuya,pronouns,es,0.2514704704954152,27.18226778098689,0.3116560432165059,20.47866616129421
tuyas,2SG.POSS,tuyas,pronouns,es,0.21565526653109224,31.84596292282432,0.2128243476021668,20.025120249798196
tuyas,2SG.POSS,tuyas,pronouns,es,0.21565526653109224,31.84596292282432,0.2808296890434626,21.26043527450962
tuyas,2SG.POSS,tuyas,pronouns,es,0.21565526653109224,31.84596292282432,0.19079672861171978,20.13396780457973
tuyas,2SG.POSS,tuyas,pronouns,es,0.21565526653109224,31.84596292282432,0.3116560432165059,20.47866616129421
tuyo,2SG.POSS,tuyo,pronouns,es,0.24775760181953924,27.064772622650153,0.2128243476021668,20.025120249798196
tuyo,2SG.POSS,tuyo,pronouns,es,0.24775760181953924,27.064772622650153,0.2808296890434626,21.26043527450962
tuyo,2SG.POSS,tuyo,pronouns,es,0.24775760181953924,27.064772622650153,0.19079672861171978,20.13396780457973
tuyo,2SG.POSS,tuyo,pronouns,es,0.24775760181953924,27.064772622650153,0.3116560432165059,20.47866616129421
tuyos,2SG.POSS,tuyos,pronouns,es,0.2219695993268323,31.539627621525522,0.2128243476021668,20.025120249798196
tuyos,2SG.POSS,tuyos,pronouns,es,0.2219695993268323,31.539627621525522,0.2808296890434626,21.26043527450962
tuyos,2SG.POSS,tuyos,pronouns,es,0.2219695993268323,31.539627621525522,0.19079672861171978,20.13396780457973
tuyos,2SG.POSS,tuyos,pronouns,es,0.2219695993268323,31.539627621525522,0.3116560432165059,20.47866616129421
yo,1SG,yo,pronouns,es,0.23357239892088733,22.0013655956108,0.2796136693311614,16.948662545576465
yo,1SG,yo,pronouns,es,0.23357239892088733,22.0013655956108,0.27186611633814844,18.31754229933397
yo,1SG,yo,pronouns,es,0.23357239892088733,22.0013655956108,0.30342362792798,20.031462618122692
yo,1SG,yo,pronouns,es,0.23357239892088733,22.0013655956108,0.23394637776305174,17.454451935879526
cómo,how,cómo,question_words,es,0.18587414654774098,30.95092732668757,0.3386316856181101,19.800767288003165
cuál,which (question),cuál,question_words,es,0.21006934523730894,30.376214750337837,0.26992108888305805,18.36993867086372
cuándo,when (question),cuándo,question_words,es,0.20493674303931184,34.361373213909054,,
dónde,where (question),dónde,question_words,es,0.20801139763071894,28.144105145411604,0.19946244647321162,12.280256131607322
por qué,why,por qué,question_words,es,0.1994808191430539,29.107370169918322,0.2555693329412595,21.46293072543834
qué (question_words),what,qué,question_words,es,0.19599401817221546,24.215003930337804,0.23730182240641567,17.35093568858599
quién,who,quién,question_words,es,0.20733273162714597,28.875439189701318,0.22968791287056364,17.35896661635446
a,to,a,prepositions,es,0.1017724428890889,24.06889320794797,,
con,with,con,prepositions,es,0.2558713242065559,29.049899005913723,,
de,of,de,prepositions,es,0.20540958945919827,29.516612454671645,0.318764653421463,19.515823791174544
el (propositions),the,el,prepositions,es,0.2239367581626645,26.52253945149736,0.23990375810973516,18.012335070407083
el (propositions),the,el,prepositions,es,0.2239367581626645,26.52253945149736,0.2855554575253218,18.595056925173193
el (propositions),the,el,prepositions,es,0.2239367581626645,26.52253945149736,0.27284890336203826,21.007103159908226
el (propositions),the,el,prepositions,es,0.2239367581626645,26.52253945149736,0.253137332750709,21.119051890313422
en,in,en,prepositions,es,0.21101956711857847,29.766652128261793,0.3100075321007831,19.79850529071418
entre,between,entre,prepositions,es,0.08660528618349086,54.339235260732984,,
la,the,la,prepositions,es,0.22118912191287157,26.552517195295994,0.23990375810973516,18.012335070407083
la,the,la,prepositions,es,0.22118912191287157,26.552517195295994,0.2855554575253218,18.595056925173193
la,the,la,prepositions,es,0.22118912191287157,26.552517195295994,0.27284890336203826,21.007103159908226
la,the,la,prepositions,es,0.22118912191287157,26.552517195295994,0.253137332750709,21.119051890313422
las,the,las,prepositions,es,0.18491370917667851,32.084444586165006,0.23990375810973516,18.012335070407083
las,the,las,prepositions,es,0.18491370917667851,32.084444586165006,0.2855554575253218,18.595056925173193
las,the,las,prepositions,es,0.18491370917667851,32.084444586165006,0.27284890336203826,21.007103159908226
las,the,las,prepositions,es,0.18491370917667851,32.084444586165006,0.253137332750709,21.119051890313422
los,the,los,prepositions,es,0.21295076944823157,30.235654875335282,0.23990375810973516,18.012335070407083
los,the,los,prepositions,es,0.21295076944823157,30.235654875335282,0.2855554575253218,18.595056925173193
los,the,los,prepositions,es,0.21295076944823157,30.235654875335282,0.27284890336203826,21.007103159908226
los,the,los,prepositions,es,0.21295076944823157,30.235654875335282,0.253137332750709,21.119051890313422
para,for,para,prepositions,es,0.22238063986961812,30.858413863372576,0.2506449700668574,20.178052203669772
pero,but,pero,prepositions,es,0.20739259899662219,32.84257127592283,,
un,a,un,prepositions,es,0.19660219662744285,28.513789803991298,0.27468937661758913,19.853551081609535
un,a,un,prepositions,es,0.19660219662744285,28.513789803991298,0.2620205773655092,19.368463249396
un,a,un,prepositions,es,0.19660219662744285,28.513789803991298,0.28944617765635156,21.34056373672789
un,a,un,prepositions,es,0.19660219662744285,28.513789803991298,0.24378867744127516,22.47693042605454
una,a,una,prepositions,es,0.2067738653004564,26.16689175744597,0.27468937661758913,19.853551081609535
una,a,una,prepositions,es,0.2067738653004564,26.16689175744597,0.2620205773655092,19.368463249396
una,a,una,prepositions,es,0.2067738653004564,26.16689175744597,0.28944617765635156,21.34056373672789
una,a,una,prepositions,es,0.2067738653004564,26.16689175744597,0.24378867744127516,22.47693042605454
unas,some,unas,prepositions,es,0.21629848737942922,32.18681150312206,,
unos,some,unos,prepositions,es,0.17464083615461923,33.258830742646644,,
así,so,así,quantifiers,es,0.20002752339241753,25.792702898317437,,
bien,well (modifier),bien,quantifiers,es,0.1954657897619216,27.396919297148163,,
despacio,slowly,despacio,quantifiers,es,0.19288533872221894,33.43175774221288,,
mal,wrong,mal,quantifiers,es,0.18613852621179414,29.549143773088115,,
más,more,más,quantifiers,es,0.25706959757433456,18.864566961261442,0.2462488339406309,13.015770226360674
mucho,a lot,mucho,quantifiers,es,0.2382556219985178,26.37739337319256,0.36571134428243574,18.98333069192691
nada,nothing,nada,quantifiers,es,0.17722192702524783,29.331319951009572,0.29362842837406394,18.53440022440695
no,,no,quantifiers,es,0.10666621383326563,8.171059127545176,,
no hay,none,no hay,quantifiers,es,0.2362798567296736,23.261058739400728,0.21613192714246665,13.73518996841042
rápido (quantifiers),quickly,rápido,quantifiers,es,0.2660449053110843,28.33395450940926,,
sí,yes,sí,quantifiers,es,0.28328902535572154,16.517845589239162,0.2757993864722802,10.386911212347833
todo,all,todo,quantifiers,es,0.2507505868766924,26.80213603585438,0.28485294488174445,18.80065665997645
ya,already,ya,quantifiers,es,0.2449639930656587,19.540869911076737,0.18907562840450984,16.116793294512405
abajo,down,abajo,locations,es,0.25878778334798513,24.617792456652452,0.2970551758548562,14.805346090980605
adentro,inside,adentro,locations,es,0.22784049920865498,27.9781184263962,0.27030394485060666,16.130750959939608
afuera,out,afuera,locations,es,0.23507360552113044,26.32187668118807,0.34369356156324127,15.529302592403083
ahí,there,ahí,locations,es,0.2008389736904652,22.915581257172047,0.23437115104465225,14.997502511218846
ahí,there,ahí,locations,es,0.2008389736904652,22.915581257172047,0.22884016513359043,16.265891381999566
ahí,there,ahí,locations,es,0.2008389736904652,22.915581257172047,0.22884016513359043,16.265891381999566
allá,there,allá,locations,es,0.15506848417352742,23.517726135879382,0.23437115104465225,14.997502511218846
allá,there,allá,locations,es,0.15506848417352742,23.517726135879382,0.22884016513359043,16.265891381999566
allá,there,allá,locations,es,0.15506848417352742,23.517726135879382,0.22884016513359043,16.265891381999566
allí,there,allí,locations,es,0.13118821001854705,30.931132036172155,0.23437115104465225,14.997502511218846
allí,there,allí,locations,es,0.13118821001854705,30.931132036172155,0.22884016513359043,16.265891381999566
allí,there,allí,locations,es,0.13118821001854705,30.931132036172155,0.22884016513359043,16.265891381999566
aquí,here,aquí,locations,es,0.22363654762962212,23.99132197497028,0.2526763325299759,15.55891293644843
arriba,up,arriba,locations,es,0.23699364711473125,24.72989057417941,0.24138021764776618,14.558988815345403
atrás,back (location),atrás,locations,es,0.23620673429547437,29.25092438494211,0.3112380776105876,18.75539305528528
cerca,near,cerca,locations,es,0.18006412133738167,35.55039345083285,,
encima,on,encima,locations,es,0.1424771840109724,38.78833086244598,0.38007406672297556,19.664830727870307
enfrente,in front,enfrente,locations,es,0.1755812685740874,37.1214184474349,,
lejos,far,lejos,locations,es,0.2395120896359458,29.724507593443715,,
entonces,then,entonces,connecting_words,es,0.17040835951200284,36.43060181104492,,
luego,later,luego,connecting_words,es,0.234295583074996,32.652747535098015,,
o,or,o,connecting_words,es,0.07370240259486717,35.19908180516642,,
pues,for,pues,connecting_words,es,0.1684596183431255,37.70498817070738,0.2506449700668574,20.178052203669772
que (connection word),that,que,connecting_words,es,0.16555974394245113,26.835006614433194,0.2967485908511962,18.459238241811665
que (connection word),that,que,connecting_words,es,0.16555974394245113,26.835006614433194,0.3050471374739108,20.099087168260393
que (connection word),that,que,connecting_words,es,0.16555974394245113,26.835006614433194,0.2728128949105477,18.003898392106947
que (connection word),that,que,connecting_words,es,0.16555974394245113,26.835006614433194,0.2642149447943361,17.30095393239732
que (connection word),that,que,connecting_words,es,0.16555974394245113,26.835006614433194,0.26971683199801116,18.128921466609828
y,and,y,connecting_words,es,0.15866281150332998,28.798379590386837,,
bee/mee,baa baa,bee,sounds,es,0.10018268684515329,25.726679245981433,0.15509491842538234,17.818475453644044
bee/mee,baa baa,bee,sounds,es,0.10018268684515329,25.726679245981433,0.15509491842538234,17.818475453644044
bee/mee,baa baa,mee,sounds,es,0.10018268684515329,25.726679245981433,0.15509491842538234,17.818475453644044
bee/mee,baa baa,mee,sounds,es,0.10018268684515329,25.726679245981433,0.15509491842538234,17.818475453644044
carro/coche,car,carro,vehicles,es,0.250594264435062,19.312580002659637,0.27397535461890354,10.599962743427309
carro/coche,car,carro,vehicles,es,0.250594264435062,19.312580002659637,0.27397535461890354,10.599962743427309
carro/coche,car,coche,vehicles,es,0.250594264435062,19.312580002659637,0.27397535461890354,10.599962743427309
carro/coche,car,coche,vehicles,es,0.250594264435062,19.312580002659637,0.27397535461890354,10.599962743427309
camión/troca,truck,camión,vehicles,es,0.19430437546015017,27.230762847569228,0.2652097175975636,18.72616003567681
camión/troca,truck,camión,vehicles,es,0.19430437546015017,27.230762847569228,0.2652097175975636,18.72616003567681
camión/troca,truck,troca,vehicles,es,0.19430437546015017,27.230762847569228,0.2652097175975636,18.72616003567681
camión/troca,truck,troca,vehicles,es,0.19430437546015017,27.230762847569228,0.2652097175975636,18.72616003567681
helado/nieve,ice cream,helado,food_drink,es,0.2190591910668015,25.940335762404526,0.296533679575834,18.327041406650007
helado/nieve,ice cream,helado,food_drink,es,0.2190591910668015,25.940335762404526,0.296533679575834,18.327041406650007
helado/nieve,ice cream,nieve,food_drink,es,0.2190591910668015,25.940335762404526,0.296533679575834,18.327041406650007
helado/nieve,ice cream,nieve,food_drink,es,0.2190591910668015,25.940335762404526,0.296533679575834,18.327041406650007
cacahuete/maní,peanut,cacahuete,food_drink,es,0.22655756715473735,28.173002334682494,,
cacahuete/maní,peanut,maní,food_drink,es,0.22655756715473735,28.173002334682494,,
plátano/banana,banana,plátano,food_drink,es,0.23774881275774057,21.927727594054883,0.2078069032717422,13.138113772612964
plátano/banana,banana,plátano,food_drink,es,0.23774881275774057,21.927727594054883,0.2078069032717422,13.138113772612964
plátano/banana,banana,banana,food_drink,es,0.23774881275774057,21.927727594054883,0.2078069032717422,13.138113772612964
plátano/banana,banana,banana,food_drink,es,0.23774881275774057,21.927727594054883,0.2078069032717422,13.138113772612964
soda/refresco,soda,soda,food_drink,es,0.18373517279929114,22.34679894199152,0.258905913355629,14.254674702225175
soda/refresco,soda,soda,food_drink,es,0.18373517279929114,22.34679894199152,0.258905913355629,14.254674702225175
soda/refresco,soda,refresco,food_drink,es,0.18373517279929114,22.34679894199152,0.258905913355629,14.254674702225175
soda/refresco,soda,refresco,food_drink,es,0.18373517279929114,22.34679894199152,0.258905913355629,14.254674702225175
torta/lonche,sandwich,torta,food_drink,es,0.21626714740666428,29.30588975122438,,
torta/lonche,sandwich,lonche,food_drink,es,0.21626714740666428,29.30588975122438,,
chichi/pecho,breast,chichi,body_parts,es,0.16466381582436665,23.973988670877254,0.11059042606547294,18.063671395647127
chichi/pecho,breast,chichi,body_parts,es,0.16466381582436665,23.973988670877254,0.11059042606547294,18.063671395647127
chichi/pecho,breast,pecho,body_parts,es,0.16466381582436665,23.973988670877254,0.11059042606547294,18.063671395647127
chichi/pecho,breast,pecho,body_parts,es,0.16466381582436665,23.973988670877254,0.11059042606547294,18.063671395647127
garganta/anginas,throat,garganta,body_parts,es,0.23705368435797672,29.838076666219497,,
garganta/anginas,throat,anginas,body_parts,es,0.23705368435797672,29.838076666219497,,
globo/bomba,balloon,globo,toys,es,0.22123341187949064,19.54641066258673,0.2631588083544422,11.164516666061516
globo/bomba,balloon,globo,toys,es,0.22123341187949064,19.54641066258673,0.2631588083544422,11.164516666061516
globo/bomba,balloon,bomba,toys,es,0.22123341187949064,19.54641066258673,0.2631588083544422,11.164516666061516
globo/bomba,balloon,bomba,toys,es,0.22123341187949064,19.54641066258673,0.2631588083544422,11.164516666061516
hoja/papel,paper,hoja,toys,es,0.2466763236337306,22.845019257754576,0.2791011205390076,14.737730525110159
hoja/papel,paper,papel,toys,es,0.2701185555376157,22.947647648722892,0.2791011205390076,14.737730525110159
pluma/plumones,pen,pluma,toys,es,0.2006798024830667,27.26615155899089,,
pluma/plumones,pen,plumones,toys,es,0.2006798024830667,27.26615155899089,,
botella/mamila,bottle,botella,household,es,0.17812526994828543,21.597194053181028,0.1965281379423045,9.656041542154478
botella/mamila,bottle,botella,household,es,0.17812526994828543,21.597194053181028,0.1965281379423045,9.656041542154478
botella/mamila,bottle,mamila,household,es,0.17812526994828543,21.597194053181028,0.1965281379423045,9.656041542154478
botella/mamila,bottle,mamila,household,es,0.17812526994828543,21.597194053181028,0.1965281379423045,9.656041542154478
chupón/chupete,pacifier,chupón,household,es,0.18478932315032717,25.72478726238504,0.15438066699752404,16.99913576399153
chupón/chupete,pacifier,chupón,household,es,0.18478932315032717,25.72478726238504,0.15438066699752404,16.99913576399153
chupón/chupete,pacifier,chupete,household,es,0.18478932315032717,25.72478726238504,0.15438066699752404,16.99913576399153
chupón/chupete,pacifier,chupete,household,es,0.18478932315032717,25.72478726238504,0.15438066699752404,16.99913576399153
alberca/piscina,pool,alberca,outside,es,0.1809782359059181,30.523591805399445,0.22299544831817064,22.140864606595173
alberca/piscina,pool,alberca,outside,es,0.1809782359059181,30.523591805399445,0.22299544831817064,22.140864606595173
alberca/piscina,pool,piscina,outside,es,0.1809782359059181,30.523591805399445,0.22299544831817064,22.140864606595173
alberca/piscina,pool,piscina,outside,es,0.1809782359059181,30.523591805399445,0.22299544831817064,22.140864606595173
viento/aire,wind,viento,outside,es,0.18267114970370704,27.66002275251435,,
viento/aire,wind,aire,outside,es,0.18267114970370704,27.66002275251435,,
cochera/garage,garage,cochera,furniture_rooms,es,0.1465037020051016,36.628166054805135,0.4504955455331435,19.90236310371323
cochera/garage,garage,cochera,furniture_rooms,es,0.1465037020051016,36.628166054805135,0.4504955455331435,19.90236310371323
cochera/garage,garage,garage,furniture_rooms,es,0.15676705662926346,36.089673992947716,0.4504955455331435,19.90236310371323
cochera/garage,garage,garage,furniture_rooms,es,0.15676705662926346,36.089673992947716,0.4504955455331435,19.90236310371323
regadera/ducha,shower,regadera,furniture_rooms,es,0.22098768748703046,28.718977704055785,0.1672913045174744,18.36155298281921
regadera/ducha,shower,regadera,furniture_rooms,es,0.22098768748703046,28.718977704055785,0.1672913045174744,18.36155298281921
regadera/ducha,shower,ducha,furniture_rooms,es,0.22098768748703046,28.718977704055785,0.1672913045174744,18.36155298281921
regadera/ducha,shower,ducha,furniture_rooms,es,0.22098768748703046,28.718977704055785,0.1672913045174744,18.36155298281921
ropero/closet,closet,ropero,furniture_rooms,es,0.21389708855086514,29.400762336934097,0.3352470513483417,18.104446932537293
ropero/closet,closet,ropero,furniture_rooms,es,0.21389708855086514,29.400762336934097,0.3352470513483417,18.104446932537293
ropero/closet,closet,closet,furniture_rooms,es,0.21389708855086514,29.400762336934097,0.3352470513483417,18.104446932537293
ropero/closet,closet,closet,furniture_rooms,es,0.21389708855086514,29.400762336934097,0.3352470513483417,18.104446932537293
hospital/clínica,hospital,hospital,places,es,0.1589743564620564,34.81328349746253,,
hospital/clínica,hospital,clínica,places,es,0.1589743564620564,34.81328349746253,,
iglesia/templo,church,iglesia,places,es,0.1896843488681721,29.507786083320852,0.35405756184595166,19.16383753194579
iglesia/templo,church,iglesia,places,es,0.1896843488681721,29.507786083320852,0.35405756184595166,19.16383753194579
iglesia/templo,church,templo,places,es,0.1896843488681721,29.507786083320852,0.35405756184595166,19.16383753194579
iglesia/templo,church,templo,places,es,0.1896843488681721,29.507786083320852,0.35405756184595166,19.16383753194579
tienda/mercado,market,tienda,places,es,0.20712706155312344,24.70904483402095,,
tienda/mercado,market,mercado,places,es,0.20712706155312344,24.70904483402095,,
adíos/byebye,bye,adíos,games_routines,es,0.2203476100892575,16.990851527375696,0.20294669818255331,5.520653225030092
adíos/byebye,bye,adíos,games_routines,es,0.2203476100892575,16.990851527375696,0.20294669818255331,5.520653225030092
adíos/byebye,bye,byebye,games_routines,es,0.2203476100892575,16.990851527375696,0.20294669818255331,5.520653225030092
adíos/byebye,bye,byebye,games_routines,es,0.2203476100892575,16.990851527375696,0.20294669818255331,5.520653225030092
miedo/susto,scared,miedo,descriptive_words,es,0.23173553566441554,26.663482279917865,0.2739541466415324,19.289501944471585
miedo/susto,scared,susto,descriptive_words,es,0.23888679422427392,26.676749742537204,0.2739541466415324,19.289501944471585
ahorita/ahora,now,ahorita,time_words,es,0.22522617559944091,27.68762876544187,0.22996425796310574,18.461834345150688
ahorita/ahora,now,ahorita,time_words,es,0.22522617559944091,27.68762876544187,0.22996425796310574,18.461834345150688
ahorita/ahora,now,ahora,time_words,es,0.22522617559944091,27.68762876544187,0.22996425796310574,18.461834345150688
ahorita/ahora,now,ahora,time_words,es,0.22522617559944091,27.68762876544187,0.22996425796310574,18.461834345150688
otro/otra vez,again,otro,quantifiers,es,0.22383793923411022,24.921983752043918,0.19993174183962836,16.277408974599233
otro/otra vez,again,otro,quantifiers,es,0.22383793923411022,24.921983752043918,0.19993174183962836,16.277408974599233
otro/otra vez,again,otra vez,quantifiers,es,0.22383793923411022,24.921983752043918,0.19993174183962836,16.277408974599233
otro/otra vez,again,otra vez,quantifiers,es,0.22383793923411022,24.921983752043918,0.19993174183962836,16.277408974599233
poco/poquito,little (amount),poco,quantifiers,es,0.24100751969812148,27.19332683828278,,
poco/poquito,little (amount),poquito,quantifiers,es,0.24100751969812148,27.19332683828278,,
ir(se),go,ir,action_words,es,0.19016798000679472,24.695583671097715,0.25093748810247735,15.72924227541147
ir(se),go,ir,action_words,es,0.19016798000679472,24.695583671097715,0.25093748810247735,15.72924227541147
lastimar(se),hurt (action),lastimar,action_words,es,0.195906134967745,30.96339980427956,0.3713064709771315,16.599345939407655
lavar(se),wash,lavar,action_words,es,0.23699739985986876,25.833814012501602,0.37560416139651404,15.913362166140898
lavar(se),wash,lavar,action_words,es,0.23699739985986876,25.833814012501602,0.37560416139651404,15.913362166140898
levantar(se),stand,levantar,action_words,es,0.20212140033268514,29.227495327102446,0.21008455234353807,14.358577765619412
levantar(se),stand,levantar,action_words,es,0.20212140033268514,29.227495327102446,0.21008455234353807,14.358577765619412
llevar(se),take,llevar,action_words,es,0.22371446749120005,29.074341773174698,0.30729677469099714,15.784117447716476
llevar(se),take,llevar,action_words,es,0.22371446749120005,29.074341773174698,0.3535043202418436,17.185041306672616
llevar(se),take,llevar,action_words,es,0.22371446749120005,29.074341773174698,0.26876303506841837,14.656351061203836
llevar(se),take,llevar,action_words,es,0.22371446749120005,29.074341773174698,0.3535043202418436,17.185041306672616
llevar(se),take,llevar,action_words,es,0.22371446749120005,29.074341773174698,0.26876303506841837,14.656351061203836
meter(se),put,meter,action_words,es,0.23638654508995838,27.88217437659803,0.3166340044755334,16.32802569700038
meter(se),put,meter,action_words,es,0.23638654508995838,27.88217437659803,0.3314419136546375,16.001543824907866
meter(se),put,meter,action_words,es,0.23638654508995838,27.88217437659803,0.3166340044755334,16.32802569700038
meter(se),put,meter,action_words,es,0.23638654508995838,27.88217437659803,0.3314419136546375,16.001543824907866
parar(se),stand,parar,action_words,es,0.20168162382985158,28.353906321987264,0.21008455234353807,14.358577765619412
parar(se),stand,parar,action_words,es,0.20168162382985158,28.353906321987264,0.21008455234353807,14.358577765619412
pegar(se),hit,pegar,action_words,es,0.23519593294187502,25.548374935272637,0.2725131478897945,14.244648421169165
pegar(se),hit,pegar,action_words,es,0.23519593294187502,25.548374935272637,0.2725131478897945,14.244648421169165
peinar(se),comb (action),peinar,action_words,es,0.2220535983310503,25.310168893189413,0.35053991780787125,12.14642934020959
peinar(se),comb (action),peinar,action_words,es,0.2220535983310503,25.310168893189413,0.35053991780787125,12.14642934020959
poner(se),put,poner,action_words,es,0.22681614396046845,26.93391482178427,0.3166340044755334,16.32802569700038
poner(se),put,poner,action_words,es,0.22681614396046845,26.93391482178427,0.3314419136546375,16.001543824907866
poner(se),put,poner,action_words,es,0.22681614396046845,26.93391482178427,0.3166340044755334,16.32802569700038
poner(se),put,poner,action_words,es,0.22681614396046845,26.93391482178427,0.3314419136546375,16.001543824907866
quedar(se),stay,quedar,action_words,es,0.270950682673806,29.180327944496582,,
quemar(se),burn,quemar,action_words,es,0.20315200018593968,29.27576255848694,,
quitar(se),remove,quitar,action_words,es,0.22463274640413403,27.154896177492976,,
salir(se),leave,salir,action_words,es,0.19932043193794974,27.192465256014856,,
sentar(se),sit,sentar,action_words,es,0.2207907130124163,25.70601086834743,0.2488962059901345,12.756012444873939
sentar(se),sit,sentar,action_words,es,0.2207907130124163,25.70601086834743,0.2488962059901345,12.756012444873939
subir(se),climb,subir,action_words,es,0.2226409344932654,25.53899821435248,0.3665090008867473,14.192708722028597
tomar(se),take,tomar,action_words,es,0.1958399161696104,28.01471294024124,0.30729677469099714,15.784117447716476
tomar(se),take,tomar,action_words,es,0.1958399161696104,28.01471294024124,0.3535043202418436,17.185041306672616
tomar(se),take,tomar,action_words,es,0.1958399161696104,28.01471294024124,0.26876303506841837,14.656351061203836
tomar(se),take,tomar,action_words,es,0.1958399161696104,28.01471294024124,0.3535043202418436,17.185041306672616
tomar(se),take,tomar,action_words,es,0.1958399161696104,28.01471294024124,0.26876303506841837,14.656351061203836
traer(se),bring,traer,action_words,es,0.2207752865528577,29.043859956232268,,
venir(se),come,venir,action_words,es,0.13566674827876082,27.343369198113706,,
ver(se),see,ver,action_words,es,0.20967142133185068,26.43468344435767,0.2296950236343603,14.725605470908333
acostar(se),lie down,acostar,action_words,es,0.2212974315189526,23.97312265093207,,
amarrar(se),tie (action),amarrar,action_words,es,0.2182006549506075,30.513983062505716,,
apurar(se),hurry,apurar,action_words,es,0.21532267926642248,29.774052440850216,0.3828093459910417,18.015820207256905
