token_clean,token,uni_lemma,category,l1,growth_rate_p,median_aoa_p,growth_rate_u,median_aoa_u
cheerios,cheerios,cheerios,food_drink,en,0.21089224994151223,24.540434732034655,0.23848181907560972,13.932697543970367
cheese,cheese,cheese,food_drink,en,0.2912067657520439,18.94677082529585,0.390720275650769,13.817985324927866
chicken,chicken (food),chicken (food),food_drink,en,0.2909513512757132,23.2280013047676,0.2607597829448675,17.73127305603125
chocolate,chocolate,chocolate,food_drink,en,0.29610945625975854,25.075723449469695,,
coffee,coffee,coffee,food_drink,en,0.25290844831311826,25.489313246049612,0.30793251432092417,19.868191941303728
coke,coke,coke,food_drink,en,0.1421232628640992,35.00047126898878,,
cookie,cookie,cookie,food_drink,en,0.3094876666711277,19.292918730762295,0.29920643746141534,14.066003789167102
corn,corn,corn,food_drink,en,0.252634589158315,25.00578189583215,,
cracker,cracker,cracker,food_drink,en,0.2306922678289937,20.789631248647908,0.330406097424193,13.809073120032009
donut,donut,pastry,food_drink,en,0.24461037652441436,27.37628084421262,,
drink,drink (beverage),drink (beverage),food_drink,en,0.2399931821359631,22.722723751943995,0.29421902787628135,13.14886185398801
egg,egg,egg,food_drink,en,0.2862430911086161,22.440147701703143,0.3067042439225534,17.090315961893072
fish,fish (food),fish (food),food_drink,en,0.23413308204782335,24.013664863845822,0.2599897186808238,20.350347137212292
food,food,food,food_drink,en,0.25894774275767307,23.97725824276344,0.23697123847698337,14.605898774402618
french fries,french fries,french fries,food_drink,en,0.26064029302868563,23.944366836626404,,
grapes,grapes,grapes,food_drink,en,0.2639382342018142,22.870347964097167,,
green beans,green beans,green beans,food_drink,en,0.19439910171528382,29.27738322689907,,
gum,gum,gum,food_drink,en,0.210711245792638,30.201497670263667,,
hamburger,hamburger,hamburger,food_drink,en,0.27842116827091923,26.083133094416002,,
ice,ice,ice,food_drink,en,0.23282045548924796,24.14167482832728,,
ice cream,ice cream,ice cream,food_drink,en,0.34147839590573603,22.68964126948841,0.2587407942957271,18.483817256420284
jello,jello,jello,food_drink,en,0.18840071390637497,32.18436105027094,,
jelly,jelly,jelly,food_drink,en,0.22594203966773407,29.17020460212288,,
juice,juice,juice,food_drink,en,0.2723200041146212,19.68112023838449,0.22911430166262192,15.139735378326304
lollipop,lollipop,lollipop,food_drink,en,0.23563338271411582,28.324152541077456,,
meat,meat,meat,food_drink,en,0.23021088723492653,27.606013517887213,0.21176658238267823,22.33098131503031
melon,melon,melon,food_drink,en,0.19691206075525786,29.5302366222724,,
milk,milk,milk,food_drink,en,0.2930300212929004,18.722091719596044,0.28819911191590947,10.859983887719133
muffin,muffin,muffin,food_drink,en,0.23688246153016126,26.847751717665307,,
noodles,noodles,pasta,food_drink,en,0.22935848209739174,25.150467879500866,0.32427057793977465,17.968029646525984
noodles,noodles,pasta,food_drink,en,0.22935848209739174,25.150467879500866,0.255053240125786,19.5866807899274
nuts,nuts,nut,food_drink,en,0.2382321043768837,28.61982931529283,,
orange,orange (food),orange (food),food_drink,en,0.292649076637386,23.341501973354678,0.33494939711080013,17.32841512676939
pancake,pancake,pancake,food_drink,en,0.26821294587400457,24.729383450154906,,
peas,peas,peas,food_drink,en,0.21131168090925562,25.817284208491774,0.28207199665985644,18.147154724064308
peanut butter,peanut butter,peanut butter,food_drink,en,0.24549643917897718,25.613911943581122,,
pickle,pickle,pickle,food_drink,en,0.2170690492809908,28.081463916073037,,
pizza,pizza,pizza,food_drink,en,0.3521744806747616,21.80893819387464,0.35025851743590264,17.795289942213117
popcorn,popcorn,popcorn,food_drink,en,0.2604218745150521,25.27875384225998,,
popsicle,popsicle,popsicle,food_drink,en,0.23967613136469795,27.00125936039033,,
potato chip,potato chip,chips,food_drink,en,0.24472465392429674,25.656185647910345,,
potato,potato,potato,food_drink,en,0.23887484946250828,26.35583308729929,,
pretzel,pretzel,pretzel,food_drink,en,0.202653908218276,28.512409705939007,,
pudding,pudding,pudding,food_drink,en,0.20614139329092082,32.34190941792985,,
pumpkin,pumpkin,pumpkin,food_drink,en,0.23267772498350278,26.881202205637077,,
raisin,raisin,raisin,food_drink,en,0.2408416311943317,25.925005643890664,0.30306717316095716,19.4484414870944
salt,salt,salt,food_drink,en,0.23466511241703703,30.34960819074744,,
sandwich,sandwich,sandwich,food_drink,en,0.29299833599291847,25.576038562261147,,
sauce,sauce,sauce,food_drink,en,0.22293107344557309,29.022150461630265,,
soup,soup,soup,food_drink,en,0.2496582629329625,25.450189815869706,,
spaghetti,spaghetti,pasta,food_drink,en,0.26765109385719454,25.483061510548364,0.32427057793977465,17.968029646525984
spaghetti,spaghetti,pasta,food_drink,en,0.26765109385719454,25.483061510548364,0.255053240125786,19.5866807899274
strawberry,strawberry,strawberry,food_drink,en,0.26831266085706823,24.062285090916426,,
toast,toast,toast,food_drink,en,0.2233978480270849,25.038222744921622,0.2781407503556335,17.948605928819322
tuna,tuna,tuna,food_drink,en,0.19833482402940278,33.45817919100906,,
vanilla,vanilla,vanilla,food_drink,en,0.2602734499354031,32.31870179426388,,
vitamins,vitamins,vitamin,food_drink,en,0.21885512499359186,29.42384870398438,,
water,water (beverage),water (beverage),food_drink,en,0.2774153948311481,19.425290357015886,0.29686715833690824,11.567450381067008
yogurt,yogurt,yogurt,food_drink,en,0.24105615011663414,23.13318468857184,,
beads,beads,beads,clothing,en,0.17440775488890872,33.48814239641832,0.15271556876056513,29.68977263350483
belt,belt,belt,clothing,en,0.19178498922694887,29.3495078662552,,
bib,bib,bib,clothing,en,0.19072727828295513,25.69305260905941,0.2497721906343966,15.6668587612085
boots,boots,boots,clothing,en,0.2658881365673215,22.413170302535285,0.460408908153416,17.23747296504622
button,button,button,clothing,en,0.23345299887549859,23.936798385717843,0.2920554850004697,17.816275627779056
coat,coat,coat,clothing,en,0.24618772797307664,23.905871028840817,0.40813048436542554,16.289605877309647
diaper,diaper,diaper,clothing,en,0.2879522523585208,20.458261341360622,0.32700467198797645,10.280990919956645
dress,dress (object),dress (object),clothing,en,0.2576390735483428,26.300991822578073,0.22716663708380183,20.924381901427143
gloves,gloves,glove,clothing,en,0.24548271254575701,27.775695603074244,,
hat,hat,hat,clothing,en,0.2920193546037043,19.300483070324894,0.37374388043502466,13.795887179195741
jacket,jacket,jacket,clothing,en,0.27707097626314264,24.060456796216435,0.3793049206259472,16.378900616514237
jeans,jeans,jeans,clothing,en,0.23925965292884083,29.074433924846883,0.24403801519734114,23.332264242184767
mittens,mittens,mitten,clothing,en,0.19756930690836422,29.01925279899705,,
necklace,necklace,necklace,clothing,en,0.23233924173634557,27.476619326571125,0.2485334419599784,21.02508109960331
pajamas,pajamas,pajamas,clothing,en,0.31898070006965856,23.476860324540095,0.31647506298123296,14.915777008881067
pants,pants,pants,clothing,en,0.3296136425030383,22.35347050098107,0.38528121223046435,15.257674045570056
scarf,scarf,scarf,clothing,en,0.21866532812429199,32.37732677495693,,
shirt,shirt,shirt,clothing,en,0.31180735527333675,22.343315761767414,0.381666307106431,15.098297145974547
shoe,shoe,shoe,clothing,en,0.39196265893620014,17.22709255555057,0.526799544744681,12.059025191932323
shorts,shorts,shorts,clothing,en,0.29511667618063886,25.69256992110759,0.2272294022694616,21.50440663258024
slipper,slipper,slipper,clothing,en,0.2099092571544737,28.548716570398334,,
sneaker,sneaker,sneaker,clothing,en,0.18866134755511785,32.04384884887173,,
snowsuit,snowsuit,snowsuit,clothing,en,0.1988532779945726,35.11918129124068,,
sock,sock,sock,clothing,en,0.2406016842222106,20.83169955381117,0.386859360310579,12.917654721230996
sweater,sweater,sweater,clothing,en,0.2299190390781232,26.167824553589828,0.310498619936793,19.653578134851546
tights,tights,tights,clothing,en,0.19533237877407508,34.36298667979536,,
underpants,underpants,underpants,clothing,en,0.26467049136646303,28.66783456900695,,
zipper,zipper,zipper,clothing,en,0.25664618308625464,25.726938921551934,0.34704590944353636,18.5090794754918
ankle,ankle,ankle,body_parts,en,0.20643702561856936,32.57304075993818,,
arm,arm,arm,body_parts,en,0.32225577692202834,22.476655532336146,0.36504873308634,16.116973247417402
belly button,belly button,belly button,body_parts,en,0.2582114526779968,21.35440485913061,0.43184559208068934,14.405617764208916
cheek,cheek,cheek,body_parts,en,0.269445284741293,24.105719744842073,0.3365970278924991,18.302885219313136
chin,chin,chin,body_parts,en,0.24912005663892792,24.7507697907565,,
ear,ear,ear,body_parts,en,0.3392560892796528,19.256429150495848,0.43159743932861067,13.94491950255136
eye,eye,eye,body_parts,en,0.35530291427804095,18.1239456444958,0.4308632755990347,13.34369611222119
face,face,face,body_parts,en,0.308769613538793,24.1728598683349,0.2928695874865765,16.75473686703823
finger,finger,finger,body_parts,en,0.3349516097458118,22.41976426560987,0.30240506330901223,15.682363047917642
foot,foot,foot,body_parts,en,0.309598060678628,21.37430854671803,0.3769855815569676,13.179703816897817
hair,hair,hair,body_parts,en,0.3186846675474372,20.42857208704295,0.4042832279529169,13.569189465389337
hand,hand,hand,body_parts,en,0.34992952128447025,21.56283602893411,0.3141677718673719,14.080882999129921
head,head,head,body_parts,en,0.31291832198008257,21.802599573463866,0.38625795255334167,14.695263473685976
knee,knee,knee,body_parts,en,0.2813863360645653,23.250572914431345,0.3923424833843395,18.04233341880987
leg,leg,leg,body_parts,en,0.32999762178330916,23.47939406983116,0.37709079239222554,16.68458244446973
lips,lips,lip,body_parts,en,0.2560034410209098,26.213952483430635,,
mouth,mouth,mouth,body_parts,en,0.3044809160831011,20.79968531411669,0.36262102830112575,13.30395015901279
nose,nose,nose,body_parts,en,0.3436742127684293,18.271503477004618,0.4156563042524122,12.35019056351058
penis,penis*,penis,body_parts,en,0.17910071466001729,28.001437246110342,,
shoulder,shoulder,shoulder,body_parts,en,0.254630983133608,27.735324346557,,
toe,toe,toe,body_parts,en,0.2646386555922188,21.91323632155065,0.33810764630680573,15.111436101174675
tongue,tongue,tongue,body_parts,en,0.26578082412424053,24.169644640095417,0.3283021521500756,16.447516114882553
tooth,tooth,tooth,body_parts,en,0.25636976186726007,22.613196635374145,0.35930319336417854,15.402868133290411
tummy,tummy,tummy,body_parts,en,0.2986074726079724,22.016660078220543,0.3539775275446461,13.829618491638538
vagina,vagina*,vagina,body_parts,en,0.18327195915113254,32.15378499011669,,
basket,basket,basket,household,en,0.23334851332450748,26.85120152877152,,
blanket,blanket,blanket,household,en,0.31026320406343416,21.404641214164915,0.2991823327122805,13.763880145741476
bottle,bottle,bottle,household,en,0.19024258941838373,20.411171940280678,0.181476418705317,10.234596678169755
bowl,bowl,bowl,household,en,0.27338999401864056,23.05715913642519,0.37787582121975816,15.823982573970449
box,box,box,household,en,0.27381501686259563,23.240085139273834,0.3587067035709788,16.791886569592037
broom,broom,broom,household,en,0.2436918508048145,25.231821991009216,0.35854503780391106,17.087884774842426
brush,brush,brush (object),household,en,0.25470641720322285,22.955595005445936,0.3906973920502778,14.307461232057511
bucket,bucket,bucket,household,en,0.2364928581765993,27.086226073026,,
camera,camera,camera,household,en,0.2586562392916926,26.664210808078714,,
can,can (object),can (object),household,en,0.21143551968886867,29.997675232242806,,
clock,clock,clock,household,en,0.2256898279796341,24.840094492858924,0.27026342225802175,19.99900769643648
comb,comb,comb (object),household,en,0.2207839690513734,27.03497461479552,0.27992303536316465,17.862770154685887
cup,cup,cup,household,en,0.3118915448510956,20.427409905488503,0.36660726739612404,12.491688865626543
dish,dish,dish,household,en,0.2256729525519931,28.90266877806612,0.25864327582077673,20.43613560039358
fork,fork,fork,household,en,0.3153637738044761,22.4700601681352,0.45562351332618767,16.1092518329308
garbage,garbage,trash,household,en,0.24782672835590025,25.877583130061918,0.351694480604389,16.941911856799454
glass,glass,glass,household,en,0.2577627376576451,26.99901508187419,0.2702960022506938,19.505843011898552
glasses,glasses,glasses,household,en,0.2487981207252346,24.718379850850674,0.276986846794896,16.59554912023573
hammer,hammer,hammer,household,en,0.2411993201975858,27.707984246225706,0.2330519361316881,22.47128703758788
jar,jar,jar,household,en,0.15284266245140676,32.23015485028336,,
keys,keys,key,household,en,0.22330105044465984,22.03476391692489,0.3335766780353267,13.62608158906398
knife,knife,knife,household,en,0.26897141341328024,26.1769464861682,,
lamp,lamp,lamp,household,en,0.2339850796125593,29.370192360015302,0.24146492115645252,21.84023032654784
light,light,light (object),household,en,0.2552696119497157,21.874024552921654,0.3303538096837361,15.416293620799447
medicine,medicine,medicine,household,en,0.2809185669133084,25.59551637424115,0.2465213798853222,19.210038652585677
money,money,money,household,en,0.2681040088071589,25.3579691944928,0.21298028167232605,23.300306716596538
mop,mop,mop (object),household,en,0.1934180053304077,31.961820027098813,,
nail,nail,nail (object),household,en,0.24111672624184577,29.948924200101782,,
napkin,napkin,napkin,household,en,0.2529775922371856,26.11732157085355,,
paper,paper,paper,household,en,0.30734744050410945,23.54664847083617,0.28729245617834637,18.099841133002606
penny,penny,penny,household,en,0.20714606960539855,30.674447662471515,0.12557671586221295,34.39903978946308
picture,picture,picture,household,en,0.30539204252574914,24.71556585425164,0.28393676884724134,17.857230523685867
pillow,pillow,pillow,household,en,0.3080239486165666,23.325286006262786,0.32215909652024177,16.838331213470962
plant,plant,plant,household,en,0.2376913012538451,27.83822310363398,0.22480583950497832,20.527197809341438
plate,plate,plate,household,en,0.2920959760563276,24.623098083119856,0.35024643231569025,17.589193635541335
purse,purse,purse,household,en,0.23004528596881554,26.959168544769646,0.2567926326421178,19.281653642547145
radio,radio,radio,household,en,0.2258043028213661,30.374368532893488,0.1857399287895894,23.989709996536014
scissors,scissors,scissors,household,en,0.3034055380883764,26.68182786357723,0.25297990140944276,23.260771571462026
soap,soap,soap,household,en,0.3053199350773297,23.475200517483405,0.34755609010296107,17.4476184828352
spoon,spoon,spoon,household,en,0.2965554360727497,20.95259728246405,0.3274248934492786,14.149982883612651
tape,tape,tape (object),household,en,0.24962063467063172,27.95876094671294,,
telephone,telephone,telephone,household,en,0.3008651202299274,21.800982224029113,0.3621570049798669,12.87926235271569
toothbrush,toothbrush,toothbrush,household,en,0.2920568444760453,22.381218429049273,0.41984083465460875,13.936488045231645
towel,towel,towel,household,en,0.29593382962686715,24.02514437671975,0.3423301939643752,16.941061055597565
trash,trash,trash,household,en,0.2128542397434547,26.07639330280025,0.351694480604389,16.941911856799454
tray,tray,tray,household,en,0.1992069725983559,34.83741692992522,,
vacuum,vacuum,vacuum,household,en,0.25346434886756103,25.53141186201137,0.2869829480173643,16.753847861289998
walker,walker,walker,household,en,0.18900935963734164,37.76988175554368,,
watch,watch (object),watch (object),household,en,0.227928505544959,26.639656216754712,0.23630194549262604,20.0980408333515
basement,basement,basement,furniture_rooms,en,0.17280371659876936,35.459433632041296,,
bathroom,bathroom,bathroom,furniture_rooms,en,0.31952622010526893,24.05906917422924,0.37304302433812436,14.58461848399218
bathtub,bathtub,bathtub,furniture_rooms,en,0.23898246619710947,23.10628119476225,0.3308237079662985,12.763546286505369
bed,bed,bed,furniture_rooms,en,0.34895427455045286,21.093819196463336,0.3207554994026945,12.98136388981856
bedroom,bedroom,bedroom,furniture_rooms,en,0.29356418088263136,25.882158961294557,0.35253313064401826,15.806237920029266
bench,bench,bench,furniture_rooms,en,0.23515299252733532,31.982676326542876,,
chair,chair,chair,furniture_rooms,en,0.31204520126011603,21.59765467428644,0.4480390554946179,14.3979512055218
closet,closet,closet,furniture_rooms,en,0.2894610293251118,27.05777144406445,,
couch,couch,couch,furniture_rooms,en,0.27976652944780295,25.07356948340686,0.37726367695686586,15.877985057499947
crib,crib,crib,furniture_rooms,en,0.2539227844740679,26.41880759531219,0.23786926100575828,15.654826209799134
door,door,door,furniture_rooms,en,0.2978052003355597,21.23015838131221,0.4195292074752541,13.603686093308127
drawer,drawer,drawer,furniture_rooms,en,0.2554751458045265,28.637897409301456,0.30777256638351214,18.544496101431022
dryer,dryer,dryer,furniture_rooms,en,0.24232840232718214,29.704006346073253,,
garage,garage,garage,furniture_rooms,en,0.2555485094638884,28.36384200315754,0.2426861252253329,21.91171281582586
high chair,high chair,high chair,furniture_rooms,en,0.22046616875579936,27.08831966585049,0.3012807718672545,14.268822849181662
kitchen,kitchen,kitchen,furniture_rooms,en,0.31551108442808806,24.59451897696423,0.3416791947501041,15.373196102201412
living room,living room,living room,furniture_rooms,en,0.2702003064603898,28.383323600684765,0.2829157787857624,18.88598599623727
oven,oven,oven,furniture_rooms,en,0.260882800632323,27.825667716904036,0.3158397009275974,19.279278506508877
play pen,play pen,play pen,furniture_rooms,en,0.20395986878198977,35.753478503517485,0.07244602183056913,39.478257069329224
porch,porch,porch,furniture_rooms,en,0.20186107907058623,33.172268827739586,,
potty,potty,potty,furniture_rooms,en,0.3101672109775536,21.91835045496274,0.3763383076936647,17.308612497176107
rocking chair,rocking chair,rocking chair,furniture_rooms,en,0.21721435524067725,29.160900267979745,0.24272163504779687,20.911642950522424
refrigerator,refrigerator,refrigerator,furniture_rooms,en,0.2750035807630166,26.713720056391747,0.35642127240944604,16.27563651697633
room,room,room,furniture_rooms,en,0.27721457454699794,25.489530414704216,,
shower,shower,shower,furniture_rooms,en,0.2592230143268669,24.86495656195909,,
sink,sink,sink,furniture_rooms,en,0.2836321790877997,26.203395072157402,0.3636306829528064,18.70969411589831
sofa,sofa,couch,furniture_rooms,en,0.23061305605093552,30.78612781969443,0.37726367695686586,15.877985057499947
stairs,stairs,stairs,furniture_rooms,en,0.2656511539682444,25.287967529256612,0.34486295220502444,15.545620567787523
stove,stove,stove,furniture_rooms,en,0.22958579995322334,28.35617171050547,0.2787681928723812,20.62887322235009
table,table,table,furniture_rooms,en,0.30564437625045404,24.19276381411402,0.3723240341486837,16.104676142605403
tv,TV,tv,furniture_rooms,en,0.3180355249543648,22.459644037077975,0.30361684871576916,14.642362617730669
window,window,window,furniture_rooms,en,0.28220632157143977,25.66643340196041,0.30479486686252494,16.237855647458485
washing machine,washing machine,washing machine,furniture_rooms,en,0.24635711595990675,28.20796279883456,,
backyard,backyard,yard,outside,en,0.2472102049130613,28.44450669766179,0.23722233656833897,19.14108177365822
cloud,cloud,cloud,outside,en,0.25771451275978885,26.003062112279515,,
flag,flag,flag,outside,en,0.22557253594239135,28.323299129918787,,
flower,flower,flower,outside,en,0.30221882500872127,21.308317996889965,0.35671637849727605,15.584772148070217
garden,garden,garden,outside,en,0.2610574745306242,29.49468793497694,0.23598258931194113,23.261773854995837
grass,grass,grass,outside,en,0.27394646923721655,24.18754839051594,,
hose,hose,hose,outside,en,0.23512889688933225,28.984925359216426,,
ladder,ladder,ladder,outside,en,0.2537493229307099,28.619650666008823,,
lawn mower,lawn mower,lawn mower,outside,en,0.19885603484823847,29.359866382806,,
